City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
289,General Pico,AR,61.79,broken clouds,-35.66,-63.75,Hotel Malargue
290,Bezdan,RS,23.0,clear sky,45.85,18.93,Camp Bezdan
291,Pedara,IT,50.0,clear sky,37.62,15.06,La Casa del Poeta dell'Etna
292,Nanchang,CN,72.82,clear sky,28.68,115.89,Ruidu Hotel
293,Milkovo,BG,42.8,broken clouds,41.53,24.68,Семеен хотел Смолена
295,Chilmari,BD,68.54,clear sky,25.59,89.66,Jela Porishod Dak Banglo
296,Tuy Hoa,VN,74.95,overcast clouds,13.08,109.3,CenDeluxe Hotel Tuy Hoa
297,Buala,SB,83.75,broken clouds,-8.15,159.59,Maringe Lagoon Lodge
298,Fukue,JP,50.0,few clouds,35.03,136.69,ホテル ファインガーデン 桑名長島店
299,Maningrida,AU,89.76,overcast clouds,-12.05,134.23,"Batchelor Institute Vocational Occupancy Quarters, (VOQ)"
300,Khuzhir,RU,22.14,overcast clouds,53.19,107.35,Отель на озере Байкал Baikal View
301,Torres,BR,74.82,clear sky,-29.34,-49.73,Farol Hotel
302,Lynn Haven,US,46.0,clear sky,30.25,-85.65,Wingate by Wyndham Panama City Area Lynn Haven
303,Bra,IT,39.99,few clouds,44.7,7.85,Hotel Cavalieri
306,Hirara,JP,75.2,scattered clouds,24.8,125.28,Hotel Atoll Emerald Miyakojima
307,Husavik,CA,12.99,few clouds,50.56,-96.99,Idle Wheels RV Park
309,Isla Mujeres,MX,68.0,few clouds,21.23,-86.73,Hotel La Joya Isla Mujeres
310,Victoria,BN,87.8,broken clouds,5.28,115.24,Tiara Labuan Hotel
312,Karlshamn,SE,42.8,overcast clouds,56.17,14.86,Port Hotel AB
313,Matara,BI,64.08,overcast clouds,-3.48,29.48,
314,Nara,JP,51.8,broken clouds,34.68,135.8,Guesthouse Nara Komachi
315,Margate,AU,73.99,few clouds,-43.03,147.26,Villa Howden
316,Peniche,PT,48.0,mist,39.36,-9.38,Hotel Star inn Peniche
317,Mujiayingzi,CN,34.75,scattered clouds,42.12,118.78,Jinjiang Hotel
318,Hwange,ZW,75.96,overcast clouds,-18.35,26.5,Hwange Colliery Guest House
319,Gyor,HU,28.0,few clouds,47.68,17.64,"Hotel Rába City Center, Győr"
320,Ambilobe,MG,87.01,overcast clouds,-13.19,49.05,Hôtel & Restaurant DIANA Ambilobe
321,Dubai,AE,69.8,light rain,25.27,55.3,"Radisson Blu Hotel, Dubai Deira Creek"
322,Salinas,US,55.0,clear sky,36.67,-121.66,Good Nite Inn Salinas Monterey
323,Victor Harbor,AU,78.01,clear sky,-35.55,138.62,McCracken Country Club
324,Pulaski,US,37.99,clear sky,37.05,-80.78,Pythagoras Masonic Lodge
325,Roebourne,AU,96.35,broken clouds,-20.77,117.15,Harding River Caravan Park
327,Sindgi,IN,78.13,scattered clouds,16.92,76.23,PWD Guest House remove PWD guest house
328,Ixtapa,MX,66.99,clear sky,20.71,-105.21,Container Inn Puerto Vallarta
329,Teberda,RU,16.74,broken clouds,43.44,41.74,U Ally Hotel
330,Havre-Saint-Pierre,CA,8.6,clear sky,50.23,-63.6,Auberge Niapiskau
332,Rio Cuarto,AR,60.8,overcast clouds,-33.13,-64.35,Hotel Menossi
333,Broken Hill,AU,66.2,overcast clouds,-31.97,141.45,Royal Exchange Hotel
334,Nome,US,60.01,clear sky,30.04,-94.42,Silver Spur Mobile Home & RV Park
335,Burnie,AU,70.0,clear sky,-41.05,145.91,Beachfront Voyager Motor Inn
336,Port Macquarie,AU,88.0,scattered clouds,-31.43,152.91,Rydges Port Macquarie
337,Hobyo,SO,81.73,broken clouds,5.35,48.53,
338,Aguas Belas,BR,72.7,overcast clouds,-9.11,-37.12,Hotel Santa Maria
339,Pacific Grove,US,55.0,clear sky,36.62,-121.92,Lovers Point Inn
340,Beringovskiy,RU,-6.72,overcast clouds,63.05,179.32,Beringgorski
341,Arlit,NE,53.22,few clouds,18.74,7.39,Hôtel Telwa Bungalow
342,Alekseyevsk,RU,16.07,scattered clouds,57.84,108.35,
343,Fortuna,US,43.0,scattered clouds,40.6,-124.16,Super 8 By Wyndham Fortuna
344,Myaundzha,RU,-20.65,scattered clouds,63.05,147.18,
345,Itarema,BR,77.0,broken clouds,-2.92,-39.92,Windvillage
346,Seoul,KR,41.0,overcast clouds,37.57,126.98,Lotte Hotel Seoul
347,Igarka,RU,8.67,overcast clouds,67.47,86.57,"Zapolyar'ye, Gostinitsa"
348,Vardo,US,33.8,overcast clouds,39.62,-77.74,Holiday Inn Express & Suites Hagerstown
349,Najran,SA,59.0,clear sky,17.54,44.22,فندق حياة نجران
350,Pathardi,IN,74.68,clear sky,19.17,75.17,Natraj Lodging
351,Parabel,RU,11.35,overcast clouds,58.71,81.5,Housing Complex Gazprom Transgaz Tomsk
353,Mulchen,CL,46.27,scattered clouds,-37.72,-72.23,Hotel Los Maitenes de Villalón
354,Hualmay,PE,67.42,broken clouds,-11.1,-77.61,Hotel Restaurant Turístico Casablanca
355,Lac Du Bonnet,CA,12.99,clear sky,50.25,-96.06,Casey's Inn Motor Hotel
356,Erdenet,MN,5.99,clear sky,49.03,104.04,Erdenet hotel
357,Tiarei,PF,82.4,scattered clouds,-17.53,-149.33,Le Rocher de Tahiti
358,Tocopilla,CL,52.41,clear sky,-22.09,-70.2,Hotel Galvarino
359,Conakry,GN,71.26,few clouds,9.52,-13.7,Golden Plazza
360,Wahpeton,US,25.0,clear sky,46.27,-96.61,Select Inn Breckenridge
361,Maceio,BR,73.4,overcast clouds,-9.67,-35.74,Mercure Maceio Pajucara Hotel
362,Adrar,DZ,37.4,clear sky,27.87,-0.29,s.e.t.setif entenne d'adrar
363,Salym,RU,13.69,overcast clouds,60.06,71.48,Gostinitsa V Salyme
364,Olhao,PT,52.0,clear sky,37.03,-7.84,Real Marina Hotel & Spa
365,Melhus,NO,44.6,overcast clouds,63.29,10.28,Karivollen overnatting
367,Dhanera,IN,76.59,clear sky,24.51,72.02,Savani Villa
368,Zyryanka,RU,-14.75,clear sky,65.73,150.89,
369,Praya,ID,87.8,scattered clouds,-8.71,116.27,Grand Royal B.I.L Lombok
370,Kingston,JM,78.8,few clouds,17.97,-76.79,The Jamaica Pegasus Hotel
371,Aurillac,FR,37.4,clear sky,44.93,2.44,Hôtel Restaurant Campanile Aurillac
372,Avera,US,48.2,clear sky,33.19,-82.53,
373,Hasaki,JP,53.01,scattered clouds,35.73,140.83,Inubosaki Kanko Hotel
375,Rawson,AR,61.81,broken clouds,-43.3,-65.11,Hospedaje Sampedro
376,Saryg-Sep,RU,-0.89,few clouds,51.49,95.55,
377,Las Cruces,CL,57.2,clear sky,-33.5,-71.62,Casa Rembrandt
378,Nadvoitsy,RU,21.56,overcast clouds,63.89,34.27,Sever Nadvoitsy
379,Santa Maria,BR,69.8,broken clouds,-16.02,-48.01,HOTEL BRASILIA PARK / NOVO GAMA - GO
381,Clinton,US,36.0,clear sky,41.28,-72.53,Abel Buell Home
382,Komsomolskiy,RU,7.47,overcast clouds,67.55,63.78,
383,Ylivieska,FI,33.01,overcast clouds,64.07,24.53,hotel Käenpesä
384,Amherst,US,33.01,light rain,42.98,-78.8,Homewood Suites by Hilton Buffalo-Amherst
387,Luba,PH,84.04,clear sky,17.32,120.7,
388,Broome,GB,46.4,clear sky,52.47,1.45,Angel House B & B
389,Auki,NG,61.59,broken clouds,12.18,6.51,
390,Nikolsk,RU,9.3,few clouds,59.53,45.45,Hotel Camellia
391,Kotma,IN,67.78,clear sky,23.2,81.98,Ranjeetlal Ka Badaa
392,Partizan,RU,26.6,overcast clouds,43.7,131.96,
393,Aden,YE,79.02,scattered clouds,12.79,45.03,Sama Emirate Hotel
394,Diego De Almagro,CL,54.37,clear sky,-26.39,-70.05,hotel luna del desierto
395,Chengde,CN,31.69,scattered clouds,40.97,117.93,Super 8 Hotel
396,Farim,GW,60.17,clear sky,12.48,-15.22,
397,Petropavlovsk-Kamchatskiy,RU,33.8,broken clouds,53.05,158.65,"ООО ""Гостиничный комплекс ""Петропавловск"""
400,Dwarka,IN,64.0,fog,28.58,77.04,Radisson Blu New Delhi Dwarka
402,Pundaguitan,PH,80.83,broken clouds,6.37,126.17,Leonardo Family Beach House 1
403,Ancud,CL,48.2,clear sky,-41.87,-73.83,HOTEL ANCUD DON LUCAS
404,Wanning,AT,28.99,few clouds,48.64,13.53,Hotel Zur Post
405,Stranda,NO,50.0,light rain,62.31,6.93,Stranda Feriesenter
406,College,US,-16.01,overcast clouds,64.86,-147.8,Pike's Waterfront Lodge
407,Vryheid,ZA,70.97,overcast clouds,-27.77,30.79,Bivane Game Lodge
408,Kavieng,PG,85.96,scattered clouds,-2.57,150.8,Nusa Island Retreat
409,Bogorodskoye,RU,3.52,overcast clouds,52.37,140.44,"Gostinitsa ""Sanrays"""
410,Litovko,RU,2.77,clear sky,49.24,135.18,
411,North Vanlaiphai,IN,71.62,few clouds,23.13,93.07,pu lalluna in
412,San Juan De Colon,VE,77.0,scattered clouds,8.03,-72.26,Hotel San Francisco de Padua C.A
413,Peterhead,AU,79.0,clear sky,-34.83,138.5,Discovery Parks - Adelaide Beachfront
415,Yarmouth,CA,27.0,overcast clouds,43.84,-66.12,Comfort Inn
416,Ilesha,NG,66.97,broken clouds,7.14,5.26,Tosap Guest House
417,Contamana,PE,75.56,clear sky,-7.35,-75.01,Hotel Isabel
418,Benghazi,LY,54.34,overcast clouds,32.12,20.07,Tebisty Hotel
419,Jawhar,IN,86.05,clear sky,19.91,73.23,Hotel Sankalp
420,Joetsu,JP,42.01,broken clouds,37.15,138.24,Joetsu Sun Plaza Hotel
422,Kushima,JP,55.4,broken clouds,31.5,131.29,ゲストハウスたけだ
423,Acajutla,SV,66.99,clear sky,13.59,-89.83,Villavela Hotel Boutique
424,Gulu,UG,77.99,few clouds,2.77,32.3,ACHOLI INN
425,Grand Gaube,MU,75.99,light intensity shower rain,-20.01,57.66,Veranda Paul et Virginie Hotel & Spa
426,Ambon,FR,35.6,clear sky,47.55,-2.56,Hotel de la Plage - Damgan - Morbihan - Bretagne
427,Ponce,PR,75.99,clear sky,18.01,-66.61,Meliá Century Hotel
428,Vallenar,CL,55.15,clear sky,-28.58,-70.76,Humacao Bed & Breakfast
429,Ulladulla,AU,69.8,overcast clouds,-35.36,150.48,Sandpiper Motel
430,Thomaston,US,44.6,clear sky,32.89,-84.33,Days Inn by Wyndham Thomaston
431,Saint-Georges,CA,12.99,overcast clouds,46.12,-70.67,"Le Georgesville, centre de congrès et hôtel"
432,Kilindoni,TZ,82.76,broken clouds,-7.91,39.67,Bustani B&B
433,Novyye Gorki,RU,21.63,broken clouds,56.73,41.06,
434,Ust-Tsilma,RU,13.46,overcast clouds,65.44,52.15,U Praskov'i
435,Zhuhai,CN,24.8,overcast clouds,40.71,112.04,
436,Srednekolymsk,RU,-10.46,broken clouds,67.46,153.71,
437,Okrisky,CZ,25.0,scattered clouds,49.25,15.77,Penzion Padrtův mlýn
439,Vila Franca Do Campo,PT,64.4,scattered clouds,37.72,-25.43,Pestana Bahia Praia
440,Vanderhoof,CA,19.67,broken clouds,54.02,-124.02,Glen's Motor Hotel
442,Porto Novo,BR,68.0,mist,-23.68,-45.44,Harmonia
443,Bereda,ES,41.0,mist,43.27,-7.54,Pazo de Verdes
444,Missoula,US,35.6,overcast clouds,46.87,-114.0,Broadway Inn Missoula
445,Raudeberg,NO,48.99,light rain,61.99,5.14,Nordre Silda.
447,Herat,AF,41.34,few clouds,34.35,62.22,Nazary 4 Star Hotel
448,Shimoda,JP,59.0,few clouds,34.7,138.93,Shimoda Tokyu Hotel
449,Bosaso,SO,77.0,clear sky,11.28,49.18,Red Sea Hotel
450,Ochamchira,GE,45.21,broken clouds,42.71,41.47,Resort on Papaskiri 76
451,Moerai,PF,79.61,broken clouds,-22.43,-151.33,Le Manotel
452,Catalca,TR,46.0,shower rain,41.14,28.46,Catalca Teacher's House
454,Obzor,BG,36.0,overcast clouds,42.82,27.88,Aquapark Sol LunaBay Resort
455,Porto Belo,BR,75.0,broken clouds,-27.15,-48.54,Costa Verde Beach Hotel
457,West Helena,US,48.0,clear sky,34.55,-90.64,Best Western Inn
458,Divo,CI,64.08,clear sky,5.83,-5.36,Résidence de Soro Abdoulaye
459,Kalaleh,IR,42.8,broken clouds,37.38,55.49,عطر و ادکلن پارسیس
460,Solnechnyy,RU,2.1,clear sky,50.72,136.64,Hotel complex Pastoral
461,Vaasa,FI,33.01,few clouds,63.1,21.62,Hotel Astor
462,Itoman,JP,73.4,few clouds,26.12,127.67,Southern Beach Hotel & Resort Okinawa
463,Cap Malheureux,MU,75.99,light intensity shower rain,-19.98,57.61,Pereybere Hotel & Spa
464,Maragogi,BR,79.84,overcast clouds,-9.01,-35.22,Salinas do Maragogi All Inclusive Resort
465,Mitzic,GA,70.36,scattered clouds,0.78,11.55,HOTEL NGUE
466,Murgab,TM,35.6,overcast clouds,37.5,61.97,
469,Yelizovo,RU,33.8,broken clouds,53.19,158.38,Kamchatskiy Stil' Hostel
470,Inirida,CO,70.79,clear sky,3.87,-67.92,Fuente del Guania Hotel de Lujo
471,Marienburg,DE,43.0,broken clouds,52.12,9.98,Hotel Restaurant Itzumer Pass
473,Male,UA,26.64,few clouds,50.74,33.7,
474,Madang,CN,22.59,overcast clouds,35.32,102.79,
475,Rabo De Peixe,PT,64.4,scattered clouds,37.8,-25.58,Guest House & Spa
476,Tura,RU,14.38,overcast clouds,64.27,100.22,
477,Quatre Cocos,MU,75.99,light intensity shower rain,-20.21,57.76,Emeraude Beach Attitude Hotel
478,Fougamou,GA,74.16,overcast clouds,-1.22,10.59,Résidence d'Hôtes Bapedy
479,Mamallapuram,IN,82.0,mist,12.63,80.17,Radisson Blu Resort Temple Bay Mamallapuram
480,Lata,IN,22.1,overcast clouds,30.78,78.62,"The Goat Village, Dayara Bugyal"
481,Amsterdam,NL,45.0,broken clouds,52.37,4.89,NH City Center Amsterdam
483,Isangel,VU,87.8,scattered clouds,-19.55,169.27,Volcano Sea View Tree House
484,Nampula,MZ,73.4,broken clouds,-15.12,39.26,Tacab Residencial
485,Mount Pleasant,US,50.0,clear sky,33.16,-94.97,Holiday Inn Express & Suites Mount Pleasant
486,Sungaipenuh,ID,79.16,few clouds,-2.08,101.38,Hotel Jaya Wisata 2
487,Chapais,CA,5.0,light snow,49.78,-74.86,Hôtel Opémiska
488,Bouar,CF,68.47,few clouds,5.94,15.59,Motel de l'UNITE
489,Guerrero Negro,MX,61.2,broken clouds,27.97,-114.04,The Halfway Inn
490,Nowa Deba,PL,26.01,scattered clouds,50.43,21.75,Restauracja i Hotel Dębianka
491,Shenjiamen,CN,60.82,scattered clouds,29.96,122.3,Jinjiang Inn Zhoushan Putuo Shenjiamen
493,Urengoy,RU,6.89,clear sky,65.96,78.37,Gostinnitsa Medveditsa
494,Conde,BR,79.81,overcast clouds,-11.81,-37.61,Pousada Ponta De Areia
495,Flin Flon,CA,-6.92,broken clouds,54.77,-101.88,Victoria Inn Flin Flon
496,Verkhnyaya Toyma,RU,9.7,clear sky,62.24,45.0,Gostinitsa
497,Japura,ID,90.07,broken clouds,-0.42,102.29,Ponpes at-thohiriyyah (KH. TOHIR) pasir batung
498,Charters Towers,AU,88.83,scattered clouds,-20.07,146.27,Cattleman's Rest Motor Inn
499,Zeya,RU,-7.19,broken clouds,53.74,127.27,Kapital Inn
500,Nolinsk,RU,22.3,overcast clouds,57.56,49.93,Gostinitsa
501,Puerto Escondido,MX,77.0,clear sky,15.86,-97.07,Aldea del Bazar Hotel and Spa
502,Gambela,ET,80.06,clear sky,8.25,34.59,Solomon Debebe Hotel
503,Lazaro Cardenas,MX,46.99,clear sky,28.39,-105.62,Hotel Los Naranjos
504,Isagarh,IN,68.97,clear sky,24.84,77.89,ACC Cement
505,Manosque,FR,44.01,clear sky,43.83,5.78,Hôtel Restaurant Campanile Manosque
506,Malyye Derbety,RU,32.81,broken clouds,47.95,44.68,
507,Comodoro Rivadavia,AR,59.0,few clouds,-45.87,-67.48,Austral Hotel
509,Qasigiannguit,GL,8.6,light shower snow,68.82,-51.19,
510,Kupang,ID,86.0,broken clouds,-10.16,123.6,Hotel On The Rock by Prasanthi
511,Makakilo City,US,77.0,overcast clouds,21.35,-158.09,Marriott's Ko Olina Beach Club
512,Baoning,CN,73.4,few clouds,25.34,110.03,
513,Weligama,LK,88.99,clear sky,5.97,80.42,Weligama Bay Resort
514,Abatskoye,RU,13.48,overcast clouds,56.29,70.46,Gostinitsa Abatskaya
515,Awjilah,LY,49.26,clear sky,29.14,21.3,استراحة التعاون أوجلة
516,Alice Springs,AU,75.2,broken clouds,-23.7,133.88,Desert Palms Alice Springs
517,Hegang,CN,9.01,overcast clouds,47.34,130.28,鹤岗禧龙连锁宾馆
519,Atbasar,KZ,23.31,overcast clouds,51.81,68.36,"The Ritz-Carlton, Astana"
520,Oranjestad,AW,78.8,few clouds,12.52,-70.03,Divi Village Golf & Beach Resort
521,Marzuq,YE,73.47,clear sky,14.4,46.47,
522,Vagur,FO,48.9,overcast clouds,61.47,-6.81,Vestmanna Hostel
523,Deep River,CA,17.01,clear sky,46.1,-77.49,Deep River Motel
524,Linxia,CN,22.59,overcast clouds,35.6,103.21,Super 8 Linxia Yiwu International Commercial Plaza
525,Doha,QA,64.4,few clouds,25.29,51.53,Mövenpick Hotel Doha
526,Flinders,AU,73.0,overcast clouds,-34.58,150.85,Shellharbour Resort & Conference Centre
527,Taoudenni,ML,46.45,scattered clouds,22.68,-3.98,
528,Thanh Hoa,VN,86.0,few clouds,10.21,106.33,bentre kiwi oasis hotel company ltd
531,Kunming,CN,62.01,broken clouds,25.04,102.71,昆明佳华广场酒店
532,Mount Isa,AU,100.4,broken clouds,-20.73,139.49,ibis Styles Mt Isa Verona
533,Rio Grande,BR,72.0,broken clouds,-32.03,-52.1,Swan Express Rio Grande
535,Baruun-Urt,MN,10.38,broken clouds,46.68,113.28,Ахмадын амралт сувилал
536,Udachnyy,RU,-0.4,light snow,66.42,112.4,Gostinitsa Vilyuy
538,Egvekinot,RU,-12.69,clear sky,66.32,-179.17,
539,Lerwick,GB,50.0,overcast clouds,60.15,-1.15,The Lerwick Hotel
541,Quang Ngai,VN,76.19,clear sky,15.12,108.8,Central Hotel
542,Kiruna,SE,23.0,broken clouds,67.86,20.23,Camp Ripan
543,Vilhena,BR,71.6,few clouds,-12.74,-60.15,Hotel Mirage
544,Champerico,MX,66.2,clear sky,16.38,-93.6,
545,Beckley,US,41.0,scattered clouds,37.78,-81.19,"Country Inn & Suites by Radisson, Beckley, WV"
546,Nabire,ID,87.08,broken clouds,-3.36,135.5,Hotel Nusantara Nabire
547,Two Hills,CA,25.74,scattered clouds,53.71,-111.75,Junction Inn
549,Issoire,FR,33.8,clear sky,45.54,3.25,ACE Hôtel - Issoire
550,Cockburn Town,TC,77.0,scattered clouds,21.46,-71.14,Osprey Beach Hotel
551,Iqaluit,CA,-14.8,light snow,63.75,-68.52,Frobisher Inn
552,Karasuk,RU,23.76,broken clouds,53.73,78.03,London Siti Otel'
554,Coihueco,CL,55.4,few clouds,-36.63,-71.83,Frutillares Coihueco
555,Zonguldak,TR,32.29,overcast clouds,41.25,31.83,Süleyman Tez Ev
556,Sur,OM,74.8,broken clouds,22.57,59.53,Sur Plaza Hotel
557,Karasburg,,66.9,clear sky,-28.01,18.75,Karas Inn - Bed & Breakfast
558,Castelnau-Le-Lez,FR,44.6,overcast clouds,43.64,3.91,Domaine de Verchant
559,Anamur,TR,51.8,thunderstorm with light rain,36.08,32.84,Luna Piena Beach Hotel
560,Chumikan,RU,2.19,clear sky,54.72,135.31,Fortuna
561,Mogadishu,SO,80.6,broken clouds,2.04,45.34,Olympic Hotel
563,Sayyan,YE,61.5,clear sky,15.17,44.32,الاستاذة مروى اليوسفي
564,Beba,CU,62.6,broken clouds,22.44,-79.73,Hostal Cubaustria
